state_name,state_code,district_name,district_code,subdistrict_name,subdistrict_code,cluster_name,village_name,udise_village_code,pincode,ward,school_name,udise_school_code,school_category,school_type,management,year_of_establishment,longitude,latitude,status,location_type,class_from,class_to,aff_board_sec,aff_board_h_sec,pre_primary,class_rooms,other_rooms,total_teachers,pre_primary_students,i_students,ii_students,iii_students,iv_students,v_students,vi_students,vii_students,viii_students,ix_students,x_students,xi_students,xii_students,class_students,class_with_pre_primary_students
"Rajasthan","08","Bikaner","093","Sri Dungargarh","0635","Uceeo9908- Gsss Near Taal Maidan Shri Dungargarh (211500)","Np_Dungagarh_Ward 10","80305100","331803","NP_SRI DUNGARGARH - Ward No.- 10","BHARAT AADERSH VIDYA MANDIR MOMASAR BASS SHRI DUNGARGARH","8030510001","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","2003","74.006848","28.094067","Operational","Urban","1.0","8.0","","","0.0","8.0","1.0","10.0","0.0","20.0","64.0","60.0","63.0","57.0","62.0","50.0","47.0","0.0","0.0","0.0","0.0","423.0","423.0"
"Tamil Nadu","33","Thanjavur","586","Thiruvonam","6332","Vettikkadu","Vettikkadu","332106041","","","GHSS-VETTIKADU","33210604104","Upper Pri. Secondary and Higher Sec","Co. Educational","Department of Education","2003","79.19592","10.56273","Operational","Rural","6.0","12.0","State Board","State Board","2.0","11.0","6.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","33.0","36.0","42.0","52.0","46.0","54.0","49.0","312.0","312.0"
"Madhya Pradesh","23","Indore","410","","None","Girls Hss Bijalpur","Ward No 69","232601069","452009","WARD NO 69","SAMU BHAV PS BUDHA NAGAR","23260106903","Primary","Co. Educational","Department of Education","1999","75.823868","22.678944","Operational","Urban","1.0","5.0","","","0.0","2.0","0.0","4.0","0.0","4.0","16.0","14.0","10.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","56.0","56.0"
"Maharashtra","27","Kolhapur","480","","None","Central School Lalbahadur Shastri 34","Ichalkaranji Ward No. 19","273403082","416115","ICHALKARANJI WARD NO. 19","SHREE MRUGENDRAANNA SULTANPURE P V M","27340308206","Primary with Upper Primary","Co. Educational","Government Aided","1991","74.447447","16.692746","Operational","Urban","1.0","8.0","","","0.0","10.0","17.0","9.0","57.0","43.0","47.0","40.0","44.0","43.0","46.0","48.0","45.0","0.0","0.0","0.0","0.0","356.0","413.0"
"Gujarat","24","Bhavnagar","443","Ghogha","4103","Ukharala K V School","Rajpara","241406026","364050","","RAJPARA P SCHOOL","24140602601","Primary with Upper Primary","Co. Educational","Local body","1964","72.200064","21.615331","Operational","Rural","1.0","8.0","","","0.0","8.0","1.0","6.0","0.0","13.0","12.0","15.0","20.0","16.0","17.0","22.0","11.0","0.0","0.0","0.0","0.0","126.0","126.0"
"Odisha","21","Mayurbhanj","365","Raruan","3504","Niunty","Balanposi","210718065","","","BALANPOSI P.S.","21071806501","Primary","Co. Educational","Department of Education","1975","85.977953","22.010428","Operational","Rural","1.0","5.0","","","0.0","2.0","1.0","3.0","0.0","15.0","10.0","9.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48.0","48.0"
"West Bengal","19","24 Paraganas North","303","Haroa","2737","Haroa","Gopalpur - Ii/Iii","191113110","","","PUKURIA JR. BASIC SCHOOL","19111311002","Primary","Co. Educational","Department of Education","1943","88.75482","22.61718","Operational","Rural","1.0","5.0","","","0.0","10.0","4.0","3.0","24.0","28.0","36.0","33.0","46.0","39.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","182.0","206.0"
"Manipur","14","Imphal West","256","Wangoi","2369","Khagemba Junior High School","Kakwa","140603128","795008","","ALBERT'S ENGLISH SCHOOL","14060312802","Pri. Upper Pri. and Secondary Only","Co. Educational","Private Unaided (Recognized)","1986","93.937295","24.771805","Operational","Rural","1.0","10.0","State Board","","0.0","13.0","9.0","18.0","92.0","41.0","27.0","31.0","27.0","26.0","27.0","27.0","21.0","26.0","23.0","0.0","0.0","276.0","368.0"
"Madhya Pradesh","23","Seoni","428","","None","Hss Excellence Dhanora","Dhanora","234408046","480999","","GGPS DHANORA","23440804602","Primary","Girls Only","Tribal Welfare Department","1974","79.836521","22.531093","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0","4.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","10.0"
"Odisha","21","Jajapur","356","Dasarathapur","3399","Annapurna Nodal                    ","Dhanipur","211305147","","","KARANDIPUR P.S","21130514705","Primary","Co. Educational","Department of Education","1956","86.533738","20.805178","Operational","Rural","1.0","5.0","","","0.0","2.0","2.0","1.0","0.0","3.0","7.0","5.0","10.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31.0","31.0"
"Uttar Pradesh","09","Sonbhadra","184","Ghorawal","1573","Amdih","Mahaw","97004076","231210","","COMPOSITE SCHOOL MAHAW","9700407602","Primary with Upper Primary","Co. Educational","Department of Education","2003","82.751544","24.683692","Operational","Rural","1.0","8.0","","","0.0","7.0","1.0","5.0","0.0","31.0","14.0","15.0","26.0","25.0","44.0","34.0","36.0","0.0","0.0","0.0","0.0","225.0","225.0"
"Jammu and Kashmir","01","Doda","004","","None","Gps Udhyanpur","Kalihand","10903019","182202","","GUPS UPPER KALIHAND","1090301903","Primary with Upper Primary","Co. Educational","Department of Education","1978","75.606467","33.194809","Operational","Rural","1.0","8.0","","","0.0","5.0","0.0","3.0","16.0","15.0","10.0","7.0","9.0","9.0","16.0","6.0","8.0","0.0","0.0","0.0","0.0","80.0","96.0"
"Uttar Pradesh","09","Agra","118","","None","Kotwali Ward","Kotwali Ward","91517142","282010","","RAGENDRA SWARUP PUBLIC SCHOOL","9151714242","Primary","Co. Educational","Private Unaided (Recognized)","2016","77.957772","27.203563","Operational","Rural","1.0","5.0","","","0.0","8.0","0.0","1.0","0.0","5.0","4.0","4.0","6.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.0","22.0"
"Uttar Pradesh","09","Kanpur Dehat","156","Rasulabad","1273","Bhawanpur","Tarsaulee","93309093","209306","","PR. VI. TARSAULEE","9330909301","Primary","Co. Educational","Department of Education","1988","79.740629","26.633278","Operational","Rural","1.0","5.0","","","0.0","3.0","2.0","5.0","0.0","21.0","21.0","14.0","14.0","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","90.0","90.0"
"Kerala","32","Kottayam","560","Kanjirappally","6013","Erumely","Erumeli South","321004005","686509","","M.T.L.P.S KANAKAPALAM","32100400506","Primary","Co. Educational","Government Aided","1953","76.83528","9.4666","Operational","Rural","0.0","4.0","","","0.0","5.0","6.0","5.0","8.0","9.0","10.0","8.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","41.0","49.0"
"Madhya Pradesh","23","Jabalpur","411","","None","Govt. H.S.S. Ganesh Ganj","G.C.F. Ward","233902216","","G.C.F. WARD","SHISHU VIDHYA PEETH BANGALI GIRLS PRIMARY SCHOOL","23390221621","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","2019","79.596734","23.12505","Operational","Urban","1.0","8.0","","","0.0","12.0","12.0","8.0","0.0","24.0","19.0","31.0","28.0","35.0","42.0","34.0","42.0","0.0","0.0","0.0","0.0","255.0","255.0"
"Madhya Pradesh","23","Dhar","403","Nalchha","3824","Hs Bachhanpur","Gularjhiri","232509206","454010","","NPS(EGS)DHOREMARIYA","23250920606","Primary","Co. Educational","Tribal Welfare Department","1998","75.51344","22.484221","Operational","Rural","1.0","5.0","","","0.0","3.0","1.0","1.0","0.0","6.0","6.0","4.0","4.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.0","23.0"
"Uttar Pradesh","09","Bijnor","132","","None","Begrajpur","Beg Raj Pur","90303080","271633","","P.S.BEGRAJ PUR","9030308002","Primary","Co. Educational","Department of Education","1974","78.334557","29.316441","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","4.0","0.0","24.0","32.0","31.0","20.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","119.0","119.0"
"Karnataka","29","Belagavi","527","","None","Angol","W.No.1.Bgm.City.","290103001","","W.NO.1.BGM.CITY.","GOVT UHPS MAJGAON","29010300103","Primary with Upper Primary","Co. Educational","Department of Education","1986","74.494","15.81","Operational","Urban","1.0","7.0","","","0.0","2.0","0.0","3.0","0.0","8.0","9.0","8.0","5.0","5.0","8.0","9.0","0.0","0.0","0.0","0.0","0.0","52.0","52.0"
"Maharashtra","27","Aurangabad (Maharashtra)","None","Urc1","None","Mukundwadi","Cidco N-3 & N-4","271910072","431001","CIDCO N-3 & N-4","RADHAKRUSHNA PS","27191007239","Primary with Upper Primary","Co. Educational","Government Aided","1995","75.370657","19.864833","Operational","Urban","1.0","7.0","","","0.0","15.0","3.0","25.0","0.0","52.0","95.0","100.0","107.0","107.0","127.0","123.0","0.0","0.0","0.0","0.0","0.0","711.0","711.0"
"Maharashtra","27","Nandurbar","486","Navapur","4476","Visarvadi","Visarvadi","270102235","425426","","CHATRAPATI HIGH SCHOOL VISARVADI","27010223506","Upper Pri. and Secondary","Co. Educational","Government Aided","1999","73.961955","21.186488","Operational","Rural","6.0","10.0","State Board","","0.0","5.0","1.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","3.0","9.0","10.0","9.0","0.0","0.0","33.0","33.0"
"Bihar","10","Siwan","222","Mairwa","2119","M.S. Mairwa  Astaronnat","Ward No. 01","101611120","841239","WARD NO. 01","U.M.S. NAWKA TOLA,MAIRWA.","10161112001","Primary with Upper Primary","Co. Educational","Department of Education","1957","84.1481","26.2453","Operational","Urban","1.0","8.0","","","0.0","6.0","0.0","4.0","0.0","15.0","14.0","25.0","31.0","41.0","35.0","34.0","35.0","0.0","0.0","0.0","0.0","230.0","230.0"
"Gujarat","24","Vadodara","461","Savli","4265","Gothada","Savli","241909166","391770","","SAVLI HIGH SCH.SEC & HIGH SEC. VIBHAG","24190916617","Secondary with Higher Secondary","Co. Educational","Government Aided","1928","73.224009","22.557589","Operational","Rural","9.0","12.0","State Board","State Board","0.0","14.0","5.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","228.0","220.0","115.0","122.0","685.0","685.0"
"Rajasthan","08","Bikaner","093","Poogal","7435","Peeo2730- Gss Sammewala (224958)","Jhudkiya","80306063","334808","","G.P.S. 2 S.M.D.","8030606304","Primary","Co. Educational","Local body","2013","72.634406","28.338844","Operational","Rural","1.0","5.0","","","0.0","2.0","2.0","1.0","0.0","7.0","3.0","3.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0","17.0"
"Uttar Pradesh","09","Shahjahanpur","180","Banda","1516","Navichi","Rai Tanda","92206047","242042","","JHS RAI TANDA","9220604702","Upper Primary only","Co. Educational","Department of Education","1979","80.092114","28.346197","Operational","Rural","6.0","8.0","","","0.0","6.0","6.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","41.0","37.0","31.0","0.0","0.0","0.0","0.0","109.0","109.0"
"Rajasthan","08","Nagaur","110","Kuchaman","0743","Peeo7412- Gsss Jiliya (219928)","Udaypura","81409157","341508","","GUPS UDAYPURA","8140915701","Primary with Upper Primary","Co. Educational","Department of Education","1994","74.847141","27.229661","Operational","Rural","1.0","8.0","","","0.0","7.0","3.0","6.0","0.0","3.0","3.0","4.0","5.0","3.0","6.0","12.0","13.0","0.0","0.0","0.0","0.0","49.0","49.0"
"Uttar Pradesh","09","Jyotiba Phule Nagar (Amroha)","None","Gajraula","None","Sihali Jagir","Sihali Jagir","90617086","244235","SIHALI JAGIR","RAJENDRA ACADEMY SENIOR SECONDARY SCHOOL","9061708616","Pri. with Upper Pri. Sec. and H.Sec.","Co. Educational","Private Unaided (Recognized)","2001","78.241512","28.845442","Operational","Urban","1.0","12.0","CBSE","CBSE","2.0","19.0","24.0","27.0","0.0","35.0","45.0","37.0","37.0","45.0","41.0","47.0","51.0","35.0","33.0","18.0","26.0","450.0","450.0"
"Gujarat","24","Surat","459","","None","Crc-15-Katargam","Ved Road","242215026","395004","VED ROAD","INGENIOUS 3G ACADEMY","24221502652","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","2012","72.821754","21.231041","Operational","Urban","1.0","8.0","","","0.0","8.0","2.0","8.0","0.0","8.0","13.0","13.0","6.0","13.0","5.0","7.0","5.0","0.0","0.0","0.0","0.0","70.0","70.0"
"Rajasthan","08","Sawai Madhopur","113","Bamanwas","0768","Peeo8442- Gsss Phulwada (212749)","Jakholas Khurd","81001098","322214","","G. P.S. JAKHOLAS KHURD","8100109801","Primary","Co. Educational","Local body","1985","76.466341","26.12917","Operational","Rural","1.0","5.0","","","0.0","2.0","2.0","1.0","0.0","4.0","4.0","5.0","5.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","19.0"
"Karnataka","29","Ballari","528","","None","Thambra Halli","Sigenahalli","291203046","","","GLPS SEEGNALLI MIDDLE","29120304602","Primary","Co. Educational","Department of Education","1963","76.149208","15.161164","Operational","Rural","1.0","5.0","","","0.0","4.0","2.0","2.0","0.0","9.0","5.0","5.0","3.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.0","26.0"
"Odisha","21","Kandhamal","359","Raikia","3431","Raikia P.U.P.S.","Raikia","212110106","","","JIDINISAHI P.S.","21211010607","Primary","Co. Educational","Department of Education","1960","84.242654","20.063638","Operational","Rural","1.0","5.0","","","0.0","2.0","2.0","3.0","0.0","7.0","3.0","4.0","4.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","20.0"
"Rajasthan","08","Karauli","108","Hindaun","0730","Uceeo9940- Ggsss Mohan Nagar Hindaun (212558)","Np Hindaun_Ward No.-19","80902188","322230","ND_HINDAUN - Ward No.- 19","GGSSS MOHANNAGAR","8090218801","Pri. with Upper Pri. Sec. and H.Sec.","Girls Only","Department of Education","1983","77.032455","26.739152","Operational","Urban","1.0","12.0","State Board","State Board","0.0","12.0","11.0","13.0","0.0","10.0","18.0","14.0","13.0","15.0","23.0","25.0","35.0","73.0","61.0","69.0","45.0","401.0","401.0"
"Jammu and Kashmir","01","Rajouri","012","","None","Ms Budhal","Raj Nagar","11217018","185233","","PS BARHOTE A","1121701815","Primary","Co. Educational","Department of Education","2008","74.6476","33.3832","Operational","Rural","1.0","5.0","","","0.0","2.0","2.0","2.0","0.0","3.0","2.0","6.0","7.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","21.0"
"Uttar Pradesh","09","Jhansi","153","Babina","1244","Khailar","Simrawari","93601044","284120","","RAINBOW PUBLIC SCHOOL TILAK NAGAR-BHEL JHANSI","9360104412","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","2013","78.518257","25.315804","Operational","Rural","1.0","8.0","","","0.0","10.0","2.0","8.0","15.0","20.0","13.0","15.0","13.0","17.0","13.0","11.0","5.0","0.0","0.0","0.0","0.0","107.0","122.0"
"Andhra Pradesh","28","East Godavari","505","","None","Zphs Nimmakayalakothapalli","Uppalaguptam","281453009","","","MPPS  VANAPALLIPALEM","28145300912","Primary","Co. Educational","Local body","1950","82.1071","16.5384","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","1.0","0.0","3.0","9.0","9.0","9.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36.0","36.0"
"Madhya Pradesh","23","Sheopur","431","Karahal","4008","Hsg Karahal","Karahal","230110107","476337","","GOVT. HS GIRLS PARISAR KARAHAL","23011010743","Secondary Only","Girls Only","Tribal Welfare Department","2012","77.055393","25.496419","Operational","Rural","9.0","10.0","State Board","","0.0","3.0","5.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","70.0","22.0","0.0","0.0","92.0","92.0"
"Rajasthan","08","Barmer","090","Chohtan","0606","Peeo1477- Gsss Neembli (225358)","Bhariyon Ki Basti","81709273","344012","","GPS ABDANIYON KI DHANI","8170927302","Primary","Co. Educational","Local body","2002","71.228922","25.508019","Operational","Rural","1.0","5.0","","","0.0","2.0","4.0","2.0","0.0","12.0","17.0","13.0","17.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","76.0","76.0"
"Uttar Pradesh","09","Kheri","159","","None","N.C.Lakhimpur","4 Sankata Devi","92316002","262701","4 SANKATA DEVI","KUWAR KUSHWAQT RAI IC MISHRANA LMP","9231600248","Upper Pri. Secondary and Higher Sec","Girls Only","Private Unaided (Recognized)","1999","80.4652","27.571","Operational","Urban","6.0","12.0","State Board","State Board","0.0","27.0","11.0","28.0","0.0","0.0","0.0","0.0","0.0","0.0","33.0","39.0","47.0","106.0","121.0","106.0","160.0","612.0","612.0"
"Jammu and Kashmir","01","Rajouri","012","","None","Ms Dhara Sambla","Doongi Manyallan","11213027","185151","","MS DONGI MANYALLAN","1121302701","Primary with Upper Primary","Co. Educational","Department of Education","2001","74.228","33.3307","Operational","Rural","1.0","8.0","","","0.0","6.0","1.0","3.0","0.0","8.0","6.0","11.0","9.0","12.0","7.0","10.0","0.0","0.0","0.0","0.0","0.0","63.0","63.0"
"Jammu and Kashmir","01","Ganderbal","626","","None","Safapora","Safapora","11913051","193504","","MPS BAGANDER MOHALLA","1191305114","Primary","Co. Educational","Department of Education","2005","74.679502","34.246938","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","3.0","15.0","5.0","4.0","4.0","1.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","34.0"
"Odisha","21","Khordha","362","","None"," ","Ward No. 05","211713010","","WARD NO. 05","MAHARISI PUB. SCHOOL, IRC VILLAGE","21171301073","Primary","Co. Educational","Private Unaided (Recognized)","2003","85.81154","20.290812","Operational","Urban","1.0","5.0","","","1.0","8.0","4.0","2.0","0.0","15.0","23.0","18.0","16.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","84.0","84.0"
"Odisha","21","Bargarh","347","Jharbandh","3318","Goudmal Ps","Shikaripali","210109086","","","SHIKARIPALI P.UGUP","21010908601","Primary with Upper Primary","Co. Educational","Department of Education","1954","82.897852","21.154818","Operational","Rural","1.0","8.0","","","0.0","4.0","0.0","5.0","0.0","16.0","7.0","14.0","17.0","10.0","9.0","20.0","14.0","0.0","0.0","0.0","0.0","107.0","107.0"
"Assam","18","Dhubri","285","Gauripur","2555","Fulkakata-2","Fulkakata Pt Iii","180203198","783323","","1986 NO. CHAITAN BARI LP SCHOOL","18020319801","Primary","Co. Educational","Department of Education","1958","89.8818","25.911133","Operational","Rural","1.0","5.0","","","0.0","2.0","1.0","3.0","0.0","25.0","28.0","26.0","16.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","119.0","119.0"
"Bihar","10","Samastipur","217","","None","M. S. Dahiyar","Parsa","101916047","847105","","U.M.S.  PARSA","10191604701","Primary with Upper Primary","Co. Educational","Department of Education","1935","86.054308","25.922504","Operational","Rural","1.0","8.0","","","0.0","9.0","9.0","9.0","0.0","55.0","52.0","58.0","59.0","42.0","102.0","79.0","89.0","0.0","0.0","0.0","0.0","536.0","536.0"
"Rajasthan","08","Sikar","114","Dhod","0774","Peeo8670- Mggs Dhod (213246)","Dhod","81303024","332002","","GOVT.ADRASH.SR.SEC.SCH., DHOD","8130302414","Pri. with Upper Pri. Sec. and H.Sec.","Co. Educational","Department of Education","1952","74.986455","27.491316","Operational","Rural","1.0","12.0","State Board","State Board","1.0","16.0","16.0","25.0","0.0","62.0","49.0","55.0","35.0","42.0","45.0","50.0","39.0","43.0","56.0","66.0","53.0","595.0","595.0"
"Gujarat","24","Ahmadabad","438","","None","Hathijan","Bagephirdosh","240712041","380050","BAGEPHIRDOSH","HIRAMANEK PRIMARY SCHOOL","24071204158","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","2012","72.607778","23.0075","Operational","Urban","1.0","8.0","","","1.0","17.0","17.0","10.0","0.0","10.0","17.0","17.0","16.0","18.0","14.0","16.0","5.0","0.0","0.0","0.0","0.0","113.0","113.0"
"Maharashtra","27","Satara","494","Satara","4568","Atit","Landewadi","273110005","415519","","Z.P.PS. LANDEWADI","27311000501","Primary","Co. Educational","Local body","1956","74.099097","17.524145","Operational","Rural","1.0","4.0","","","0.0","2.0","1.0","1.0","0.0","3.0","1.0","6.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0","12.0"
"Rajasthan","08","Bharatpur","091","Deeg","0612","Peeo1898- Gsss Badripur (217105)","Nagla Kokla","80703122","321203","","KANISHK GLOBAL ACADEMY , NAGALA KOKLA","8070312202","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","2018","77.330984","27.533924","Operational","Rural","1.0","8.0","","","0.0","8.0","0.0","5.0","0.0","0.0","12.0","20.0","15.0","17.0","21.0","13.0","19.0","0.0","0.0","0.0","0.0","117.0","117.0"
"Chhattisgarh","22","Raipur","387","Dharsiwa","3700","Crc Mandhar Basti","Mandhar","221104086","","","GOVT PRIMARY SCHOOL MANDHAR BASTI","22110408615","Primary","Co. Educational","Department of Education","1889","81.7044","21.3478","Operational","Rural","1.0","5.0","","","0.0","2.0","1.0","2.0","0.0","3.0","10.0","9.0","6.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","35.0","35.0"
"Tamil Nadu","33","Chennai","568","Purasaiwalkkam","None","Cms Aminjikarai Cent-2","Ward 70","330205013","","WARD 70","TBM PRIMARY SCHOOL","33020501306","Primary","Co. Educational","Government Aided","1909","80.241581","13.095303","Operational","Urban","1.0","5.0","","","0.0","5.0","1.0","3.0","0.0","6.0","11.0","13.0","7.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45.0","45.0"
"Maharashtra","27","Buldhana","472","Buldana","4339","Buldana (Np)","Buldana (N.P.)","270401087","443001","BULDANA (N.P.)","B MAHAVIR M P SCHOOL BULDANA","27040108717","Primary with Upper Primary","Co. Educational","Government Aided","1995","76.182564","20.525698","Operational","Urban","1.0","7.0","","","0.0","7.0","1.0","4.0","0.0","10.0","7.0","5.0","4.0","6.0","5.0","7.0","0.0","0.0","0.0","0.0","0.0","44.0","44.0"
"Maharashtra","27","Pune","490","Khed","4518","Kalus","Kalus","272508029","410501","","ZPPS BHOGADEWASTI KALUS","27250802912","Primary","Co. Educational","Local body","2002","73.927897","18.763273","Operational","Rural","1.0","4.0","","","0.0","2.0","0.0","2.0","0.0","5.0","7.0","5.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.0","24.0"
"Bihar","10","Gopalganj","197","Manjha","1764","M.S.Dharma Parasa","Bathua","101511001","841428","","HIGH SCHOOL UDANT RAI KE BANGRA","10151100107","Secondary with Higher Secondary","Co. Educational","Private Unaided (Recognized)","1980","84.45421","26.39387","Operational","Rural","9.0","12.0","State Board","State Board","0.0","18.0","0.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","775.0","752.0","638.0","601.0","2766.0","2766.0"
"Madhya Pradesh","23","Bhind","395","Gohad","3773","H.S.S Boys Gohad","Wardn.2 Gohad","230307245","474116","WARDN.2 GOHAD","PVT.NEW NEHA CONVENT PS/MS BARTHARA ROAD GOHAD","23030724505","Primary with Upper Primary","Co. Educational","Private Unaided (Recognized)","2017","78.834725","25.992212","Operational","Urban","1.0","8.0","","","0.0","9.0","2.0","5.0","15.0","7.0","14.0","16.0","22.0","16.0","11.0","23.0","19.0","0.0","0.0","0.0","0.0","128.0","143.0"
"Andhra Pradesh","28","East Godavari","505","","None","Gahs (G) Aminabada","Pakavelthi","281404027","","","GPS (TW) PAKAVELTHI","28140402701","Primary","Co. Educational","Tribal Welfare Department","1986","82.3113","17.5315","Operational","Rural","1.0","5.0","","","0.0","1.0","0.0","1.0","0.0","6.0","1.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","13.0"
"Madhya Pradesh","23","Singrauli","638","Chitrangi","4019","Hrs Gorbi","Gondwali","235001275","486892","","MS GONDWALI","23500127502","Primary with Upper Primary","Co. Educational","Department of Education","1956","82.50953","24.207093","Operational","Rural","1.0","8.0","","","0.0","3.0","0.0","8.0","0.0","38.0","37.0","38.0","36.0","30.0","50.0","45.0","65.0","0.0","0.0","0.0","0.0","339.0","339.0"
"Tamil Nadu","33","Kanniyakumari","575","Kurunthancode","6190","Gps-Aloor","Villukuri","333004006","","VILLUKURI","VINS SCHOOL OF EXCELLENCE-CHUNKANKADAI","33300400618","Pri. Upper Pri. and Secondary Only","Co. Educational","Private Unaided (Recognized)","2015","77.38315","8.20377","Operational","Rural","0.0","10.0","CBSE","","5.0","57.0","7.0","33.0","65.0","42.0","62.0","53.0","56.0","29.0","33.0","27.0","23.0","29.0","19.0","0.0","0.0","373.0","438.0"
"Uttar Pradesh","09","Firozabad","143","","None","Madhupur","Plia Risali","94704075","224001","","BHANU PRATAP VERMA SMARAK PMV","9470407503","Upper Primary only","Co. Educational","Private Unaided (Recognized)","2005","82.278611","27.144167","Operational","Rural","6.0","8.0","","","8.0","5.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","41.0","68.0","74.0","0.0","0.0","0.0","0.0","183.0","183.0"
"Maharashtra","27","Bid","None","Ambajogai","None","Ravivar Peth","Ambajogai","272701016","431517","AMBAJOGAI","YOGESHWARI JR COLLEGE AMBAJOGAI","27270101680","Higher Secondary only/Jr. College","Co. Educational","Government Aided","1956","76.403967","18.734505","Operational","Urban","11.0","12.0","","State Board","2.0","24.0","24.0","34.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","789.0","534.0","1323.0","1323.0"
"Himachal Pradesh","02","Bilaspur","015","","None","Swarghat","Majher","20802129","174011","","GPS KATHLA","2080212901","Primary","Co. Educational","Department of Education","1962","76.707629","31.254521","Operational","Rural","0.0","5.0","","","0.0","2.0","0.0","2.0","9.0","7.0","8.0","8.0","9.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43.0","52.0"
"Tamil Nadu","33","Cuddalore","570","Cuddalore","6121","Periyakanganankuppam","Nanamedu","331801027","","","PANCHAYAT UNION PRIMARY SCHOOL - NANAMEDU","33180102701","Primary","Co. Educational","Department of Education","1938","79.781148","11.77917","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","3.0","0.0","3.0","2.0","7.0","12.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","29.0","29.0"
"Uttar Pradesh","09","Mahoba","165","Charkhari","1356","Kharela Dehat","Tikari","93901063","210425","","J.H.S.TIKARI","9390106302","Upper Primary only","Co. Educational","Department of Education","2004","79.618566","25.570424","Operational","Rural","6.0","8.0","","","0.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","24.0","15.0","0.0","0.0","0.0","0.0","60.0","60.0"
"Uttar Pradesh","09","Ghazipur","146","Sadat","1148","Sadat","Daulatnagar","96516003","","","SUNBEEM WORLD SCHOOL, DAULATNAGAR","9651600308","Pri. Upper Pri. and Secondary Only","Co. Educational","Private Unaided (Recognized)","2016","83.295812","25.674054","Operational","Rural","1.0","10.0","CBSE","","0.0","18.0","18.0","15.0","0.0","29.0","34.0","28.0","34.0","25.0","29.0","29.0","35.0","76.0","52.0","0.0","0.0","371.0","371.0"
"Maharashtra","27","Nandurbar","486","Taloda","4478","Rajvihir","Ranmahu","270104012","425413","","Z. P.  PRIMARY SCHOOL - RANMAHU","27010401201","Primary","Co. Educational","Local body","1997","74.182349","21.608876","Operational","Rural","1.0","4.0","","","0.0","3.0","0.0","3.0","0.0","15.0","20.0","16.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","70.0","70.0"
