state_name,state_code,district_name,district_code,subdistrict_name,subdistrict_code,cluster_name,village_name,udise_village_code,pincode,ward,school_name,udise_school_code,school_category,school_type,management,year_of_establishment,longitude,latitude,status,location_type,class_from,class_to,aff_board_sec,aff_board_h_sec,pre_primary,class_rooms,other_rooms,total_teachers,pre_primary_students,i_students,ii_students,iii_students,iv_students,v_students,vi_students,vii_students,viii_students,ix_students,x_students,xi_students,xii_students,class_students,class_with_pre_primary_students
"Jammu and Kashmir","01","Doda","004","Bhalla","6987","Khaloo","Sangoi","10909050","182221","","GPS SANGOI","1090905001","Primary","Co. Educational","Department of Education","1984","75.4053","33.34","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","2.0","0.0","4.0","5.0","0.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","14.0"
"Karnataka","29","Bagalkote","524","Jamkhandi","5757","Konnur","Konnur","290209042","","","GOVT HPS KONNUR  TOTA 1","29020904202","Primary with Upper Primary","Co. Educational","Department of Education","1983","75.353889","16.471944","Operational","Rural","1.0","7.0","","","0.0","5.0","5.0","5.0","0.0","15.0","14.0","16.0","12.0","15.0","13.0","10.0","0.0","0.0","0.0","0.0","0.0","95.0","95.0"
"Madhya Pradesh","23","Sehore","427","Nasrullaganj","3985","Ghs Soyat","Naharkheda","233304089","454001","","MS NAHARKHEDA NEW","23330408902","Primary with Upper Primary","Co. Educational","Department of Education","2014","77.304543","22.773791","Operational","Rural","1.0","8.0","","","0.0","6.0","0.0","2.0","19.0","10.0","8.0","11.0","13.0","12.0","8.0","8.0","13.0","0.0","0.0","0.0","0.0","83.0","102.0"
"Uttar Pradesh","09","Sitapur","183","Khairabad","1556","Parsehara","Saraiyan Sani","92407001","261131","","MA JAGRANI DEVI SANSTHAN KANYA HIGH SCHOOL","9240700107","Secondary Only","Co. Educational","Private Unaided (Recognized)","2005","80.8121","27.5101","Operational","Rural","9.0","10.0","State Board","","0.0","4.0","4.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","34.0","14.0","0.0","0.0","48.0","48.0"
"Maharashtra","27","Raigarh (Maharashtra)","None","Mahad","None","Nagaon","Bijghar","272404157","402301","","R.Z.P PRI. SCHOOL BHIJGHAR KON","27240415701","Primary","Co. Educational","Local body","1984","73.415012","18.016951","Operational","Rural","1.0","5.0","","","0.0","1.0","0.0","1.0","0.0","2.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.0","4.0"
"Madhya Pradesh","23","Raisen","421","Gairatganj","3937","New Excellence Gairatganj","Amgawan","233403004","464884","","UEGS AMGAWAN","23340300402","Primary","Co. Educational","Department of Education","2001","78.258107","23.414102","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","2.0","0.0","7.0","6.0","6.0","6.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0","27.0"
"Uttar Pradesh","09","Mahoba","165","Panwari","1359","Kotra","Beehat","93904013","210429","","J.H.S.BEEHAT COMPOSIT","9390401302","Primary with Upper Primary","Co. Educational","Department of Education","2008","79.358228","25.42753","Operational","Rural","1.0","8.0","","","0.0","6.0","4.0","3.0","0.0","7.0","15.0","17.0","10.0","8.0","10.0","9.0","9.0","0.0","0.0","0.0","0.0","85.0","85.0"
"Jammu and Kashmir","01","Kupwara","008","Tangdar","0090","Tangdar","Tangdar","10102006","193225","","UNIQUE PUBLIC SCHOOL","1010200630","Primary","Co. Educational","Private Unaided (Recognized)","2017","73.856108","34.393535","Operational","Rural","1.0","5.0","","","0.0","6.0","2.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Rajasthan","08","Karauli","108","Karauli","0731","Peeo6966- Gsss Saypur (212443)","Saypur","80901017","322241","","GUPS ANANDGARH","8090101734","Primary with Upper Primary","Co. Educational","Department of Education","1985","76.924088","26.497946","Operational","Rural","1.0","8.0","","","0.0","6.0","3.0","5.0","0.0","8.0","5.0","10.0","11.0","6.0","7.0","4.0","8.0","0.0","0.0","0.0","0.0","59.0","59.0"
"Jammu and Kashmir","01","Budgam","002","Chadoora","0016","Gms Surasyar","Surasyar","10406032","191113","","ISLAMIC EDU.INSTT. SURASYAR","1040603209","Primary","Co. Educational","Private Unaided (Recognized)","1992","74.695573","33.887525","Operational","Rural","1.0","5.0","","","0.0","8.0","1.0","5.0","15.0","5.0","13.0","5.0","10.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","44.0","59.0"
"Chhattisgarh","22","Kanker","381","Bhanupratappur","3659","Tarandul","Dhaneli","221418135","","","GOVT. PRIMARY SCHOOL  MUNGURTOLA DHANELI","22141813505","Primary","Co. Educational","Department of Education","2006","81.2289","20.1411","Operational","Rural","1.0","5.0","","","0.0","1.0","1.0","2.0","0.0","3.0","5.0","1.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","14.0"
"Bihar","10","Samastipur","217","Tajpur","2055","Kanya M.S. Tajpur","Kasba Tajpur","101904041","848130","","P.S. TAJPUR HINDI","10190404101","Primary","Co. Educational","Department of Education","1954","85.6757","25.8561","Operational","Rural","1.0","5.0","","","0.0","10.0","0.0","5.0","0.0","30.0","24.0","21.0","24.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","134.0","134.0"
"Uttar Pradesh","09","Bijnor","132","Kiratpur","0993","Bhojpur","Budgara","90307029","246721","","J.S. BUDGARA","9030702902","Upper Primary only","Co. Educational","Department of Education","1977","78.191365","29.574297","Operational","Rural","6.0","8.0","","","0.0","5.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0","19.0","15.0","0.0","0.0","0.0","0.0","51.0","51.0"
"Madhya Pradesh","23","Mandla","415","Mandla","3903","Hss Limarua (23420115705)","Behanga","234201155","481661","","NMS BEHANGA","23420115503","Upper Primary only","Co. Educational","Tribal Welfare Department","2002","80.327819","22.538366","Operational","Rural","6.0","8.0","","","0.0","4.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","24.0","32.0","34.0","0.0","0.0","0.0","0.0","90.0","90.0"
"Karnataka","29","Raichur","546","Manvi","5895","Kallur","Kallur","290606084","","","AFIF PRIMARY SCHOOL KALLUR","29060608415","Primary","Co. Educational","Private Unaided (Recognized)","2015","77.211443","16.135973","Operational","Rural","1.0","5.0","","","1.0","8.0","1.0","6.0","0.0","14.0","25.0","26.0","22.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","100.0","100.0"
"Assam","18","Sivasagar","300","Amguri","2693","Hatighuli - I","Khatuwal","181603154","785683","","JHANJI SILPA BIDYALAYA  MES","18160315401","Upper Primary only","Co. Educational","Department of Education","1949","94.507867","26.8756","Operational","Rural","6.0","8.0","","","0.0","5.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","17.0","11.0","19.0","0.0","0.0","0.0","0.0","47.0","47.0"
"Uttar Pradesh","09","Fatehpur","142","Telyani","1114","Korain","Chitaura","94205022","212601","","P.S. NARAYANPUR","9420502205","Primary","Co. Educational","Department of Education","2012","80.786654","25.96535","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","3.0","0.0","9.0","4.0","7.0","5.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","32.0","32.0"
"Bihar","10","Banka","190","Katoria","1652","U.M.S. Kathon","Karipar Domkatta","102301328","813106","","N.P.S. KHARIPAR DOMKATTA","10230132802","Primary","Co. Educational","Department of Education","2006","86.723874","24.732947","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","2.0","0.0","30.0","24.0","23.0","17.0","17.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","111.0","111.0"
"Maharashtra","27","Nagpur","484","","None","Sindhihindi Ups-Pachpaoli","Jaripatka","270914019","440014","JARIPATKA","BHAGWANIDEVI GOPALDAS SHROFF SINDHU GIRLS HINDI PRY SCHOOL JARIPATKA","27091401903","Primary","Co. Educational","Government Aided","1983","79.093433","21.190383","Operational","Urban","1.0","4.0","","","0.0","19.0","19.0","10.0","201.0","96.0","90.0","80.0","97.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","363.0","564.0"
"Rajasthan","08","Nagaur","110","Degana","0740","Peeo7290- Gsss Pundlota (219434)","Pundlota","81401128","341503","","GPS THALA KI DHANI","8140112805","Primary","Co. Educational","Local body","1999","74.332074","26.812313","Operational","Rural","1.0","5.0","","","0.0","3.0","0.0","2.0","0.0","0.0","5.0","6.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0","16.0"
"Karnataka","29","Belagavi Chikkodi","None","Hukkeri","None","Daddi","Attihal","293007001","","","KHPS ATTIHAL","29300700101","Primary with Upper Primary","Co. Educational","Department of Education","1938","74.4349","16.09887","Operational","Rural","1.0","7.0","","","0.0","6.0","1.0","2.0","0.0","13.0","8.0","10.0","14.0","13.0","16.0","22.0","0.0","0.0","0.0","0.0","0.0","96.0","96.0"
"Jharkhand","20","Pashchimi Singhbhum","None","Sonua","None","Upg High School Rakhasai","Bari","201721003","833103","","UPG HIGH SCHOOL RAKHASAI","20172100305","Pri. Upper Pri. and Secondary Only","Co. Educational","Department of Education","1923","85.413972","22.538528","Operational","Rural","1.0","10.0","State Board","","0.0","5.0","0.0","6.0","0.0","14.0","6.0","21.0","8.0","12.0","36.0","24.0","39.0","28.0","18.0","0.0","0.0","206.0","206.0"
"Odisha","21","Koraput","363","Semiliguda","3479","Hataguda Ps","Dusura","212914025","","","MALIDUSURA UPS","21291402502","Primary with Upper Primary","Co. Educational","Department of Education","1956","82.876141","18.558225","Operational","Rural","1.0","8.0","","","0.0","5.0","0.0","6.0","0.0","13.0","17.0","13.0","22.0","15.0","13.0","10.0","12.0","0.0","0.0","0.0","0.0","115.0","115.0"
"Odisha","21","Koraput","363","Kotpad","3472","Makaput Proj Ups","Makaput","212907037","","","KANGIAGUDA PROJ PS","21290703704","Primary","Co. Educational","Department of Education","2010","82.44927","19.04443","Operational","Rural","1.0","5.0","","","0.0","2.0","2.0","2.0","0.0","0.0","1.0","5.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.0","10.0"
"Madhya Pradesh","23","Vidisha","437","Gyaraspur","4043","Hs Noulas","Jhirania","233102148","464331","","GOVT. HS JHIRNIA","23310214803","Pri. Upper Pri. and Secondary Only","Co. Educational","Department of Education","2013","78.040853","23.4741","Operational","Rural","1.0","10.0","State Board","","0.0","3.0","1.0","4.0","0.0","2.0","1.0","5.0","4.0","2.0","19.0","24.0","34.0","40.0","42.0","0.0","0.0","173.0","173.0"
"Rajasthan","08","Barmer","090","Dhanau","6844","Peeo1494- Gsss Alamsar (221042)","Alamsar","81707029","344702","","GSSS ALAMSAR","8170702901","Pri. with Upper Pri. Sec. and H.Sec.","Co. Educational","Department of Education","1954","71.100145","25.330984","Operational","Rural","1.0","12.0","State Board","State Board","2.0","8.0","8.0","18.0","0.0","26.0","26.0","29.0","32.0","56.0","55.0","61.0","58.0","87.0","92.0","73.0","54.0","649.0","649.0"
"West Bengal","19","24 Paraganas North","303","Baduria","2724","Jadurhati Dakshin ","Jadurhati Uttar/Ii","191110067","","","SHERPUR POLERHAT JR. HIGH SCHOOL","19111006702","Upper Primary only","Co. Educational","Department of Education","2010","88.72007","22.74009","Operational","Rural","5.0","8.0","","","0.0","2.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","17.0","24.0","20.0","9.0","0.0","0.0","0.0","0.0","70.0","70.0"
"Maharashtra","27","Pune","490","","None","Ravet Kivale","Kivale","272520014","412101","KIVALE","PCMC VIKASNAGAR  PRI. SCH. 95","27252001402","Primary with Upper Primary","Co. Educational","Local body","1967","73.733165","18.670272","Operational","Urban","1.0","8.0","","","0.0","9.0","1.0","12.0","57.0","28.0","43.0","45.0","58.0","44.0","34.0","51.0","40.0","0.0","0.0","0.0","0.0","343.0","400.0"
"Karnataka","29","Belagavi Chikkodi","None","Raibag","None","Kudchi","Kudchi","293010033","","","GOVT KANNADA LOWER PRIMARY SCHOOL KUDACHI KODI","29301003307","Primary","Co. Educational","Department of Education","1971","74.88075","16.5741","Operational","Rural","1.0","5.0","","","0.0","4.0","2.0","2.0","0.0","2.0","6.0","6.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.0","20.0"
"Uttar Pradesh","09","Rae Bareli","175","Salon","1477","Suchi","Dandupur","92825116","229128","","PS DANDUPUR","9282511601","Primary","Co. Educational","Department of Education","1995","81.373338","26.110087","Operational","Rural","1.0","5.0","","","0.0","4.0","2.0","2.0","0.0","10.0","31.0","11.0","16.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","87.0","87.0"
"Haryana","06","Sirsa","074","Dabwali","0547","Ggsss Dabwali","Ward 02 Dabwali","61102075","125104","WARD 02 DABWALI","RAJA RAM GIRL SR. SEC. SCHOOL, DABWALI","6110207504","Pri. with Upper Pri. Sec. and H.Sec.","Co. Educational","Private Unaided (Recognized)","1953","74.700967","29.96901","Operational","Urban","1.0","12.0","State Board","State Board","10.0","16.0","6.0","13.0","0.0","23.0","39.0","32.0","31.0","31.0","28.0","21.0","24.0","21.0","26.0","21.0","10.0","307.0","307.0"
"Tamil Nadu","33","Erode","573","Erode","6161","V-Chatram","Erode 23","331007106","","ERODE 23","THE SENGUNTHAR HIGHER SECONDARY SCHOOL, ERODE","33100710601","Upper Pri. Secondary and Higher Sec","Boys Only","Government Aided","1944","77.71967","11.34097","Operational","Rural","6.0","12.0","State Board","State Board","2.0","42.0","4.0","60.0","0.0","0.0","0.0","0.0","0.0","0.0","274.0","292.0","259.0","329.0","305.0","198.0","181.0","1838.0","1838.0"
"Chhattisgarh","22","Mungeli","647","Lormi","3608","Gond Khamhi","Gond Khamhi","221912006","","","MS BOYS GOVT GONDKHAMHI","22191200606","Upper Primary only","Boys Only","Department of Education","1971","81.6272","22.2728","Operational","Rural","6.0","8.0","","","0.0","3.0","1.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","54.0","45.0","37.0","0.0","0.0","0.0","0.0","136.0","136.0"
"Uttar Pradesh","09","Agra","118","Akola","0804","Malpura","Gamri","91501020","283102","","J.H.S.GAMRI  (COMPOSITE)","9150102002","Primary with Upper Primary","Co. Educational","Department of Education","2007","77.91859","27.103925","Operational","Rural","1.0","8.0","","","0.0","8.0","0.0","10.0","0.0","16.0","48.0","37.0","19.0","34.0","41.0","38.0","33.0","0.0","0.0","0.0","0.0","266.0","266.0"
"West Bengal","19","Murshidabad","319","","None","Bagdhar Rajlakshmi J.B","Bahadurpur/Viii","190713111","","","BAGDAHAR S.S.K","19071311102","Primary","Co. Educational","Department of Education","1999","88.2672","24.3044","Operational","Rural","1.0","4.0","","","0.0","6.0","0.0","3.0","19.0","29.0","25.0","39.0","62.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","155.0","174.0"
"Nagaland","13","Longleng","615","Longleng","6514","Dummy","Yanching","130906008","798625","","GOVERNMENT MIDDLE SCHOOL YANGCHING","13090600802","Primary with Upper Primary","Co. Educational","Department of Education","1967","94.884722","26.444167","Operational","Rural","0.0","8.0","","","0.0","8.0","2.0","9.0","16.0","19.0","13.0","12.0","9.0","6.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","65.0","81.0"
"Maharashtra","27","Jalgaon","478","Yawal","4410","Bamnod","Bhalod","270315014","425304","","Z.P. URDU SCH. BHALOD","27031501402","Primary with Upper Primary","Co. Educational","Local body","1927","75.770398","21.168385","Operational","Rural","1.0","8.0","","","0.0","7.0","0.0","3.0","0.0","9.0","6.0","8.0","13.0","12.0","4.0","7.0","10.0","0.0","0.0","0.0","0.0","69.0","69.0"
"Tamil Nadu","33","Vellore","595","","None","Pups, Natrampalli","K.Banadarapalli","330419023","","","GHS K BANDARAPALLI","33041902304","Upper Pri. and Secondary","Co. Educational","Department of Education","1997","78.495176","12.581458","Operational","Rural","6.0","10.0","State Board","","0.0","13.0","6.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","24.0","41.0","26.0","33.0","36.0","0.0","0.0","160.0","160.0"
"Bihar","10","Araria","188","Raniganj","1631","U.M.S.Lakshmipur","Gitwas","100713047","854312","","GEETWAS PUBLIC SCHOOL","10071304704","Primary with Upper Primary","Co. Educational","Unrecognized","2014","87.411878","26.135143","Operational","Rural","1.0","8.0","","","0.0","9.0","0.0","5.0","0.0","35.0","23.0","36.0","6.0","24.0","23.0","20.0","13.0","0.0","0.0","0.0","0.0","180.0","180.0"
"Uttar Pradesh","09","Hardoi","150","Hariyawan","1201","Tolba Ant","Rohoi","92501034","241001","","PRY. SCH. ROHOI","9250103401","Primary","Co. Educational","Department of Education","1990","80.073548","27.522358","Operational","Rural","1.0","5.0","","","0.0","4.0","0.0","3.0","0.0","23.0","27.0","31.0","26.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","137.0","137.0"
"Maharashtra","27","Wardha","498","Karanja","4608","Sarwadi","Botona","270805054","442203","","Z. P. UP. PRI.SCHOOL BOTONA","27080505401","Primary with Upper Primary","Co. Educational","Local body","1952","78.287137","21.193969","Operational","Rural","1.0","8.0","","","0.0","5.0","1.0","5.0","0.0","10.0","13.0","10.0","12.0","16.0","14.0","11.0","10.0","0.0","0.0","0.0","0.0","96.0","96.0"
"Bihar","10","Muzaffarpur","208","Motipur","1887","M.S.Paghiyan","Pagahiyan Raiyati","101402101","843122","","U.H.S. PAGAHIYAN","10140210101","Pri. with Upper Pri. Sec. and H.Sec.","Co. Educational","Department of Education","1902","85.14221","26.17398","Operational","Rural","1.0","12.0","State Board","State Board","0.0","14.0","0.0","15.0","0.0","27.0","60.0","76.0","52.0","51.0","163.0","185.0","168.0","213.0","0.0","0.0","0.0","995.0","995.0"
"Andhra Pradesh","28","Guntur","506","","None","Mpups Ramudupalem","Putchanuthala","281744019","","","MPPS KR PALEM","28174401902","Primary","Co. Educational","Local body","1999","80.656","16.2339","Operational","Rural","1.0","5.0","","","0.0","2.0","0.0","1.0","0.0","1.0","3.0","5.0","5.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","21.0"
"Madhya Pradesh","23","Mandsaur","416","Malhargarh","3911","Hss.Narayan Garh","Choti Gurbheli","231904017","458553","","MS.CHOTI GUDBHELI","23190401702","Primary with Upper Primary","Co. Educational","Department of Education","2008","75.090725","24.271472","Operational","Rural","1.0","8.0","","","0.0","4.0","0.0","3.0","0.0","6.0","8.0","5.0","7.0","13.0","6.0","9.0","12.0","0.0","0.0","0.0","0.0","66.0","66.0"
"Uttar Pradesh","09","Mathura","167","Raya","1378","Gajoo","Birhana","91408026","281308","","R.RAMAN S.SADAN  VIRHANA REC.","9140802602","Primary","Co. Educational","Private Unaided (Recognized)","1990","78.441111","27.933056","Operational","Rural","1.0","5.0","","","0.0","3.0","1.0","5.0","0.0","18.0","27.0","21.0","20.0","28.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","114.0","114.0"
"Tamil Nadu","33","Thanjavur","586","Sethubhavachatram","6328","Kuppadevan","Thiruvath Thevan","332115054","","","PUPS PUTHUTERU","33211505404","Primary","Co. Educational","Department of Education","1969","79.23226","10.16696","Operational","Rural","1.0","5.0","","","0.0","5.0","0.0","3.0","0.0","18.0","16.0","15.0","21.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","94.0","94.0"
